"","c.1342.07908743229..1473.66641645912..1861.11274990034..1380.58633912023..","c.1.0030447558232..1.00376904520804..0.999924601196991..1.00114346624604.."
"1",1342.07908743229,1.0030447558232
"2",1473.66641645912,1.00376904520804
"3",1861.11274990034,0.999924601196991
"4",1380.58633912023,1.00114346624604
"5",1322.75162343177,1.00124137051029
"6",1957.14993541702,1.0006426807625
"7",4502.25138510096,1.00013012207671
"8",4223.92375710307,1.00003977562053
"9",2589.720648114,1.00024019212334
"10",2727.81221556915,1.00039493664526
"11",3006.43303605516,1.00187274009163
"12",3227.91267069366,0.999817917397268
"13",3918.39413207606,1.00054688762958
"14",2569.20086230631,1.00020572541279
"15",2750.2824761603,1.00031891282678
"16",2994.19099839492,1.00182165482738
"17",3291.01974565958,0.999801715265502
"18",3699.39269903165,1.00047519935018
"19",6198.72486711122,0.999888672912254
"20",5099.50733599632,0.99988242357854
"21",5182.5957609767,0.999808619601291
"22",6004.58482110357,0.999856668552481
"23",5366.00357776097,0.999809524731714
"24",4223.92375710307,1.00003977562053
"25",6198.72486711122,0.999888672912254
"26",5099.50733599632,0.99988242357854
"27",5182.59576097668,0.999808619601291
"28",6004.58482110357,0.999856668552481
"29",5366.00357776097,0.999809524731714
"30",7864.80698417495,1.00019956899753
"31",9271.0225942533,1.00032269122517
"32",10000,1.00035863244697
"33",8418.56941354654,1.00023252604594
"34",6903.06112227535,1.00007461006404
"35",6292.70382639422,0.999978152025309
"36",6156.76575241265,0.999937278644909
"37",6332.34024997625,0.999932735132756
"38",6856.21871617321,0.999953848032292
"39",7540.415347867,0.999995480631828
"40",8979.38205914432,1.00005267992696
"41",9485.37998750976,1.0001163379212
"42",9638.78182310853,1.00017277360141
"43",9359.88721136902,1.00020967892487
"44",8471.20739372477,1.0002233488446
"45",7535.38367232281,1.00021886618664
"46",6335.27879063258,1.00020439432873
"47",5666.86042917222,1.00018648305542
"48",5173.47226118339,1.00016876635558
"49",4806.25337803106,1.0001524800026
"50",4532.30734344795,1.00013726311089
"51",4333.64051179259,1.00012174841291
"52",4203.5734101542,1.0001040205849
"53",4142.9135877646,1.0000821798215
"54",4154.46181437167,1.00005514424698
"55",4271.01353711186,1.00002347399512
"56",4426.41189279676,0.999989627156115
"57",4625.72084616377,0.999957229727529
"58",4879.62826499391,0.99992976178492
"59",5175.90845763281,0.999909583678146
"60",5505.55819901781,0.999897778762146
"61",5860.38043168406,0.999894548872101
"62",6267.90022709474,0.999899657515846
"63",6750.92655408398,0.999912585764024
"64",7555.5510209749,0.999932262442217
"65",8232.49503341722,0.999956380730598
"66",9052.98956746264,0.999980635054015
"67",9569.34476737807,0.999998810750393
"68",9746.1285605046,1.00000477329533
"69",9681.72198400193,0.999995678077424
"70",9343.34176861179,0.999973499940971
"71",8921.74275012136,0.999943357432915
"72",8148.25353286492,0.999910805582587
"73",7841.90370189574,0.999880873611497
"74",7778.99458729225,0.999859801395072
"75",7749.65747698685,0.999859286909198
"76",9741.73232511515,0.999897032347284
"77",10000,0.999967740587562
"78",9746.62098021034,1.00001660210604
"79",8777.53323963466,1.00001928288339
"80",7864.80698417495,1.00019956899753
"81",8528.88748466696,1.00026195539726
"82",9242.77710624072,1.00032058810431
"83",10000,1.00035945806157
"84",10000,1.0003605527841
"85",9350.41664958092,1.00031728908014
"86",8519.15076949036,1.00024269076234
"87",7762.57185913627,1.00015957006717
"88",6982.50658770771,1.00008528720719
"89",6582.01969257735,1.00002696919184
"90",6329.41263106736,0.999984928144225
"91",6194.3060669411,0.999956825128319
"92",6154.47421544177,0.999939962440272
"93",6190.29288096804,0.999932113177158
"94",6291.8537788829,0.999931666274007
"95",6547.56205905314,0.999937531803749
"96",6770.44849872714,0.999948986643999
"97",7053.76322854021,0.999965515729761
"98",7398.64056045939,0.999986658742404
"99",8490.37156857805,1.00001186293422
