"","c.1342.07908743229..1473.66641645912..1861.11274990034..1380.58633912023..","c.1.0030447558232..1.00376904520804..0.999924601196991..1.00114346624604.."
"100",8837.04105745713,1.00004035029885
"101",9180.03275597682,1.00007102216241
"102",9405.54028921516,1.00010243727889
"103",9563.61528584212,1.00013289781466
"104",9638.02105849299,1.0001606500431
"105",9613.63576124405,1.00018415695786
"106",9490.94409372366,1.00020235525745
"107",9198.92608203314,1.00021480442632
"108",8745.38214382694,1.00022168166027
"109",8265.96386900348,1.0002236442559
"110",7802.26857168348,1.00022162712547
"111",7374.54869491323,1.00021664661032
"112",6991.19361892318,1.00020965479609
"113",6206.88165955076,1.00020145594697
"114",5871.67367126012,1.00019267498032
"115",5583.04338475589,1.00018376004044
"116",5334.32018111983,1.00017500254786
"117",5119.46599758434,1.000166563033
"118",4933.38804123157,1.0001584961018
"119",4771.99468150546,1.0001507716574
"120",4632.13775359457,1.00014329189628
"121",4511.51349934753,1.00013590495643
"122",4408.5547464765,1.00012841680129
"123",4322.32590362047,1.00012060323183
"124",4252.42167172027,1.00011222392413
"125",4198.86539858316,1.00010304005015
"126",4162.00141892845,1.00009283623686
"127",4142.14651250944,1.00008144626524
"128",4139.27805691642,1.0000687800913
"129",4154.97028991585,1.00005484789001
"130",4223.92375710307,1.00003977562053
"131",4269.88599067968,1.0000238069391
"132",4333.8799428701,1.00000728861778
"133",4421.41265491403,0.999990640563896
"134",4510.46484183677,0.999974315724811
"135",4614.34726167228,0.999958757881462
"136",4731.50346719233,0.999944365445368
"137",4860.35311580145,0.999931466984346
"138",4999.46846423515,0.999920310515676
"139",5147.73985550932,0.999911065144563
"140",5304.514230714,0.999903831432208
"141",5469.05351736789,0.999898656191469
"142",5635.28717229903,0.999895547851174
"143",5811.6692212322,0.999894489502627
"144",5999.98596167163,0.999895447740609
"145",6202.59443554825,0.999898376163597
"146",6422.33116635102,0.999903212855081
"147",6662.33904050153,0.999909871443042
"148",6925.75851955776,0.999918225649358
"149",7215.20380948222,0.999928087888994
"150",7750.45819517928,0.999939183778445
"151",8084.70025522819,0.999951126587083
"152",8601.8691726291,0.99996339858605
"153",8912.01372140225,0.999975349065118
"154",9205.40555137384,0.999986219655791
"155",9461.58140199687,0.99999520405565
"156",9633.25720939665,1.00000153975332
"157",9722.39633486135,1.00000461566248
"158",9751.92971496137,1.00000406791733
"159",9723.16447631929,0.999999834512073
"160",9641.59707757093,0.999992151695032
"161",9468.83198434341,0.999981495974017
"162",9267.40706436859,0.999968494090882
"163",9058.20656329095,0.999953830427862
"164",8529.0384984666,0.999938176269965
"165",8293.24165811208,0.9999221543137
"166",8096.14367781938,0.999906342064848
"167",7933.83080003312,0.999891313316181
"168",7819.10219810648,0.999877717624228
"169",7766.61023673555,0.999866399967167
"170",7791.19376202545,0.999858557855353
"171",7913.84235515575,0.999855900869055
"172",7790.92566154618,0.999860678517495
"173",9266.14846802006,0.999875245779852
"174",9782.36020815535,0.999900699139844
"175",10000,0.999934709271077
"176",10000,0.999970520592541
"177",10000,0.999999706085812
"178",9731.79942272577,1.00001706385546
"179",9303.7674819461,1.00002255416212
"180",8777.53323963466,1.00001928288339
"181",10000,0.999817802774391
"182",9993.84678665236,1.00010824653019
"183",10000,0.999840229584247
"184",10000,1.00034924853466
"185",10000,0.999849891427059
"186",10000,0.999919388444172
"187",9523.85762080351,1.00006057704704
"188",9821.94491032438,0.999894349192907
"189",9927.07466520447,1.00001058160589
"190",10000,0.999971433457528
"191",10000,0.999938357631102
"192",9740.73762814861,1.00029357084965
"193",9889.78222050512,1.00045907489692
"194",10000,1.00019287346893
"195",9514.417119038,0.999929553462966
"196",9805.59769372303,0.999836876953587
"197",10000,1.0000916925105
"198",9913.39554394833,1.00003929952218
"199",10000,0.999842703871804
"200",9995.84407133007,0.999929979375707
"201",9774.67800360326,0.999877339875978
"202",9766.18263109368,0.999991593248097
"203",10000,1.00031532614244
"204",9634.97158853033,0.999836919156271
"205",10000,1.00001625978839
"206",10000,1.00014101748121
"207",9835.60413514269,0.999858506347253
"208",9968.13105490122,0.999986243165298
"209",10000,1.00002413317525
"210",10000,1.00003176249263
"211",9680.78243313387,1.00005104114561
"212",9885.9171218228,1.00006434532627
"213",9881.8309564351,0.999931489305275
"214",9507.98565248071,0.999890202500637
"215",9603.85853119825,1.0002605814443
"216",9584.94950676727,1.00010134969516
"217",9967.07631117068,1.00001161115427
"218",9526.32776467184,0.999899032757267
"219",9687.55674098188,0.999942267736205
"220",9829.40306695889,1.00009693431283
"221",10000,0.999809575348315
"222",9746.01858926716,1.00007895954171
"223",9281.80885035846,1.00001371177368
"224",9986.68360214901,1.0001191770725
"225",10000,0.999851768660222
"226",10000,1.0000836609043
"227",9852.04480852766,1.00000045389345
"228",10000,1.00011604617757
"229",10000,1.00010264679851
"230",9667.38062687619,0.999826045167186
"231",10000,0.999880575661258
"232",9930.66198236996,0.999964752012044
"233",9547.81170395777,0.99984027901722
"234",9638.62628596941,0.999980516343164
"235",9513.71539399577,1.00027116974069
"236",9456.27471917694,1.00040390017904
"237",9882.28537571251,1.0000178529978
"238",9339.7244379846,0.999918557611712
"239",10000,1.00005478355173
"240",10000,0.999837104785414
"241",9843.71390829859,1.00008311466923
"242",10000,1.00020990331986
"243",9860.11919606321,0.999962209581075
"244",10000,1.00009609055659
"245",10000,0.999939687077434
"246",9797.28652230502,0.999851380451589
"247",10000,1.00003684102209
"248",10000,1.00002748955532
"249",9796.178743446,0.999927508038833
"250",10000,1.00015895655499
"251",9907.25148798567,0.999920978732348
"252",9826.24163431766,0.999843369316822
"253",9906.89825792209,1.00004630304527
"254",9527.62227979799,0.999968162735208
"255",10000,0.999909270289641
"256",9773.40136240789,0.999911661152328
"257",10000,1.00000662785815
"258",10000,0.999967230586506
"259",10000,0.999852253324474
"260",10000,0.999844948702745
"261",10000,0.999980631012448
"262",9482.51613664269,1.00013038209262
"263",10000,1.00000448212177
"264",10000,0.999834677387778
"265",9854.36383234693,1.00008428908549
"266",9675.41437747705,0.999899860968092
"267",10000,0.999876455193272
"268",9719.74531549428,0.999972912806029
"269",9677.65630816459,0.999939207870387
"270",10000,1.00003165403019
"271",9813.67991514721,1.00012720448662
"272",10000,0.999842914526336
"273",9826.228085451,0.999941367807467
"274",10000,1.00012859124461
"275",10000,0.999957338247094
"276",9673.18705828228,0.999839798107291
"277",10000,1.00009295933842
"278",9823.11913701985,1.0000972309235
"279",9721.37580705271,1.00042219994075
"280",9716.80541844291,1.00027601046862
"281",9455.03951656267,0.999838830868483
"282",2911.90934126503,0.99987176902236
