"","beta_final[1]","beta_final[2]","beta_final[3]","beta_final[4]","beta_final[5]","beta_final[6]"
"1",101.872620655032,66.9448832567328,110.716376679493,58.2393830978503,109.460360126105,60.0219591036185
"2",150,56.0975680471835,101.050282656174,58.6465391922426,86.4228740928761,56.8034940425322
"3",118.90314310664,62.7823801367946,92.5096478991367,94.1665573124212,113.294036735927,96.4158711113291
"4",138.239439862539,72.001580909613,107.407529434782,60.3853481924709,101.789509867933,62.6623204857398
"5",150,61.9782754441969,113.654147906932,84.0789688056025,113.236251210459,81.9271019212596
"6",119.514139347427,20.163069957265,89.4073243900013,43.6655781219248,118.982304182079,58.7588887246091
