"","beta_final[1]","beta_final[2]","beta_final[3]","beta_final[4]"
"1",150,41.8903251979491,150,102.938337208581
"2",80.215157480543,58.8428086839829,66.1322318697533,19.2687903742529
"3",150,65.1866271406662,150,118.64090514377
"4",150,47.5701534657278,150,65.4623550606821
"5",137.709015431176,35.0134033396615,149.527859868333,135.161447898501
"6",150,56.7817687317605,130.463728274921,142.832883978342
"7",124.645029817482,46.3691863263136,126.475941810928,108.04603595452
"8",150,82.3954727580054,150,150
