"","beta_final[1]","beta_final[2]","beta_final[3]","beta_final[4]","beta_final[5]","beta_final[6]"
"1",150,35.6495169004872,115.756235306649,27.8697067756179,106.287774803711,26.3057389281915
"2",138.153349286109,86.7843667977856,150,54.076539871671,150,48.9219245157161
"3",117.705536513282,66.5660269598126,90.6027617301197,55.9684802191504,98.2547487382051,52.6173946438826
"4",109.122131590682,63.5011490749998,118.084111374769,49.8940054511113,121.515624092664,51.1932925223658
"5",114.372506155876,38.3507625879323,82.0455105548619,28.8536115681948,76.133420978659,27.688589808834
"6",150,25.7578447160139,107.698282780357,20.2713179668012,103.422387704345,19.2721271156104
