"","beta_final[1]","beta_final[2]","beta_final[3]","beta_final[4]"
"1",112.870614896384,69.1786158593797,99.1016333227422,60.255985714958
"2",144.353216504074,62.3360889045674,150,61.1447110711298
"3",135.421261795524,39.4483384495185,150,38.4011243915414
"4",147.271422452829,69.0078264074139,114.135913461953,68.0750298632975
"5",136.664995480839,133.609514394573,150,110.430015627929
"6",126.043263927276,72.2227419110518,101.068558879485,70.8623813319777
"7",65.0219278209628,58.698183472091,119.811331799224,53.5869812470985
"8",150,82.0283376159479,150,77.8156027236149
