"","beta_final[1]","beta_final[2]","beta_final[3]","beta_final[4]","beta_final[5]","beta_final[6]","beta_final[7]","beta_final[8]"
"1",150,85.6258373727898,79.3593916806248,37.0935163467766,44.6631024356343,30.3998793667888,42.9040357289958,35.7162359845035
"2",150,35.13608607328,113.297181871186,29.1761992200102,106.280801136454,18.4289672634467,105.158645586381,19.6787830987577
"3",105.291095111977,88.0283871182295,86.5085843193926,40.1325362028551,68.2888951680113,35.6243060867506,42.4947057218481,36.4835539511394
"4",117.861266364624,88.9932149017574,95.8964734409608,41.9463078868106,73.4964495084407,32.305086117846,71.7428180047156,33.0621070218575
